Kombinacje 3-liczbowe	Liczba wystąpień
13,42,47	5
13,43,48	5
13,44,46	5
13,46,48	5
14,16,22	5
14,16,41	5
14,16,42	5
14,17,29	5
14,17,32	5
14,17,42	5
14,17,47	5
14,18,47	5
14,19,34	5
14,20,33	5
14,20,44	5
14,21,23	5
14,22,47	5
14,23,36	5
14,23,41	5
14,23,42	5
14,23,47	5
14,24,31	5
14,24,37	5
14,24,39	5
14,24,43	5
14,25,48	5
14,26,36	5
14,27,29	5
14,29,43	5
14,29,44	5
14,29,46	5
14,30,37	5
14,30,47	5
14,30,48	5
14,30,49	5
14,32,39	5
14,32,40	5
14,33,35	5
14,33,36	5
14,34,37	5
14,35,47	5
14,35,48	5
14,36,43	5
14,38,39	5
14,38,47	5
14,39,47	5
14,40,46	5
14,40,48	5
14,41,42	5
14,41,48	5
14,43,47	5
14,44,49	5
15,16,22	5
15,16,26	5
15,16,29	5
15,16,32	5
15,16,43	5
15,16,44	5
15,18,26	5
15,18,27	5
15,18,29	5
15,18,32	5
15,18,36	5
15,18,37	5
15,18,44	5
15,19,20	5
15,19,31	5
15,19,32	5
15,19,44	5
15,19,46	5
15,20,24	5
15,20,43	5
15,21,34	5
15,21,38	5
15,22,32	5
15,22,46	5
15,23,28	5
15,23,44	5
15,23,47	5
15,23,49	5
15,24,32	5
15,24,33	5
15,24,35	5
15,26,28	5
15,26,37	5
15,26,47	5
15,27,39	5
15,28,31	5
15,30,39	5
15,30,40	5
15,30,42	5
15,30,49	5
15,31,40	5
15,32,41	5
15,32,43	5
15,33,37	5
15,33,39	5
15,34,38	5
15,35,40	5
15,35,41	5
15,36,46	5
15,38,48	5
15,40,45	5
15,41,49	5
15,42,48	5
15,43,47	5
15,44,45	5
15,48,49	5
16,17,22	5
16,17,23	5
16,17,34	5
16,17,39	5
16,17,43	5
16,17,44	5
16,17,46	5
16,18,25	5
16,18,37	5
16,18,39	5
16,18,41	5
16,18,47	5
16,19,29	5
16,19,42	5
16,20,23	5
16,20,31	5
16,20,32	5
16,20,35	5
16,20,37	5
16,21,35	5
16,22,27	5
16,22,41	5
16,22,48	5
16,23,33	5
16,23,41	5
16,23,48	5
16,25,26	5
16,25,34	5
16,25,35	5
16,25,40	5
16,25,41	5
16,25,46	5
16,25,48	5
16,26,39	5
16,27,34	5
16,27,40	5
16,27,48	5
16,28,29	5
16,28,33	5
16,28,35	5
16,28,41	5
16,28,46	5
16,28,49	5
16,29,45	5
16,29,46	5
16,29,48	5
16,31,33	5
16,31,43	5
16,33,41	5
16,33,42	5
16,33,45	5
16,34,45	5
16,35,39	5
16,35,41	5
16,35,42	5
16,36,48	5
16,39,41	5
16,40,48	5
16,41,47	5
16,43,44	5
16,43,46	5
16,45,46	5
16,46,47	5
16,48,49	5
17,18,45	5
17,19,33	5
17,20,27	5
17,21,23	5
17,22,30	5
17,24,28	5
17,24,31	5
17,24,47	5
17,26,33	5
17,27,45	5
17,27,46	5
17,28,46	5
17,29,46	5
17,30,33	5
17,31,32	5
17,31,44	5
17,32,47	5
17,33,37	5
17,33,40	5
17,35,42	5
17,35,47	5
17,36,44	5
17,39,45	5
17,39,47	5
17,40,44	5
17,40,47	5
17,43,44	5
17,47,48	5
18,19,37	5
18,20,41	5
18,21,27	5
18,21,48	5
18,22,32	5
18,22,39	5
18,23,24	5
18,24,33	5
18,24,42	5
18,24,46	5
18,25,32	5
18,26,34	5
18,26,35	5
18,26,36	5
18,26,47	5
18,27,39	5
18,28,31	5
18,29,39	5
18,29,41	5
18,29,43	5
18,30,43	5
18,30,45	5
18,31,43	5
18,31,44	5
18,32,37	5
18,32,41	5
18,32,43	5
18,32,45	5
18,32,48	5
18,33,41	5
18,33,42	5
18,33,43	5
18,34,43	5
18,35,37	5
18,36,43	5
18,36,49	5
18,37,48	5
18,38,40	5
18,39,45	5
18,41,45	5
18,41,47	5
18,45,47	5
18,47,49	5
19,20,40	5
19,20,47	5
19,21,31	5
19,21,49	5
19,23,31	5
19,23,37	5
19,25,30	5
19,25,35	5
19,25,44	5
19,26,48	5
19,27,44	5
19,27,46	5
19,29,30	5
19,29,32	5
19,29,46	5
19,30,32	5
19,30,35	5
19,30,40	5
19,30,44	5
19,30,46	5
19,30,48	5
19,31,39	5
19,32,47	5
19,32,48	5
19,32,49	5
19,33,35	5
19,33,36	5
19,33,39	5
19,34,41	5
19,34,45	5
19,35,41	5
19,35,46	5
19,35,48	5
19,36,43	5
19,36,48	5
19,38,40	5
19,38,44	5
19,38,49	5
19,39,43	5
19,42,48	5
19,43,47	5
19,48,49	5
20,21,33	5
20,21,34	5
20,22,24	5
20,22,31	5
20,22,43	5
20,22,47	5
20,23,35	5
20,23,39	5
20,23,44	5
20,24,38	5
20,24,47	5
20,25,28	5
20,26,34	5
20,27,44	5
20,28,29	5
20,28,31	5
20,28,32	5
20,28,39	5
20,28,43	5
20,29,38	5
20,29,41	5
20,31,37	5
20,31,49	5
20,32,35	5
20,32,38	5
20,32,41	5
20,32,45	5
20,33,40	5
20,33,45	5
20,33,47	5
20,33,49	5
20,34,44	5
20,34,45	5
20,35,49	5
20,36,40	5
20,37,41	5
20,37,42	5
20,37,43	5
20,39,41	5
20,39,47	5
20,39,48	5
20,41,43	5
20,42,47	5
20,42,48	5
20,44,49	5
21,22,39	5
21,22,47	5
21,22,48	5
21,23,34	5
21,24,30	5
21,25,28	5
21,25,34	5
21,26,27	5
21,26,29	5
21,26,38	5
21,26,48	5
21,27,33	5
21,27,47	5
21,29,40	5
21,30,33	5
21,30,42	5
21,31,38	5
21,31,44	5
21,32,46	5
21,32,47	5
21,33,37	5
21,33,40	5
21,33,47	5
21,33,49	5
21,34,43	5
21,34,45	5
21,36,47	5
21,36,48	5
21,38,43	5
21,38,48	5
21,39,48	5
21,42,47	5
21,43,47	5
21,44,48	5
21,44,49	5
21,45,46	5
21,45,48	5
22,23,47	5
22,26,31	5
22,27,42	5
22,27,43	5
22,27,44	5
22,28,32	5
22,28,34	5
22,28,48	5
22,29,34	5
22,29,37	5
22,29,38	5
22,29,45	5
22,30,33	5
22,30,42	5
22,30,43	5
22,31,45	5
22,32,45	5
22,33,39	5
22,33,43	5
22,34,48	5
22,35,38	5
22,36,42	5
22,36,47	5
22,37,43	5
22,37,46	5
22,37,47	5
22,39,42	5
22,40,42	5
22,40,43	5
22,43,45	5
22,43,48	5
22,44,47	5
22,45,46	5
22,46,49	5
22,47,48	5
23,24,37	5
23,24,39	5
23,24,45	5
23,25,27	5
23,25,39	5
23,26,33	5
23,26,34	5
23,26,35	5
23,26,40	5
23,29,44	5
23,29,48	5
23,30,40	5
23,30,48	5
23,31,36	5
23,31,40	5
23,31,43	5
23,31,49	5
23,32,33	5
23,32,42	5
23,32,43	5
23,32,44	5
23,32,46	5
23,33,39	5
23,34,38	5
23,34,47	5
23,39,40	5
23,40,43	5
23,40,48	5
23,41,42	5
23,41,48	5
23,43,48	5
23,47,48	5
24,25,36	5
24,25,39	5
24,25,45	5
24,26,28	5
24,26,29	5
24,27,32	5
24,27,35	5
24,27,48	5
24,28,30	5
24,28,40	5
24,28,49	5
24,29,34	5
24,29,42	5
24,29,43	5
24,30,32	5
24,30,42	5
24,31,33	5
24,32,36	5
24,33,37	5
24,33,40	5
24,33,49	5
24,34,41	5
24,34,46	5
24,35,44	5
24,36,40	5
24,36,47	5
24,38,46	5
24,39,41	5
24,39,45	5
24,39,48	5
24,40,49	5
24,43,44	5
24,43,45	5
24,44,49	5
24,45,49	5
25,26,29	5
25,28,40	5
25,29,33	5
25,29,42	5
25,29,44	5
25,30,32	5
25,31,47	5
25,32,37	5
25,33,34	5
25,35,47	5
25,36,42	5
25,36,46	5
25,38,47	5
25,39,43	5
25,40,41	5
25,40,43	5
25,40,47	5
25,44,49	5
26,27,39	5
26,27,44	5
26,28,48	5
26,29,36	5
26,31,33	5
26,31,37	5
26,31,39	5
26,32,36	5
26,32,39	5
26,32,41	5
26,32,47	5
26,33,37	5
26,33,39	5
26,33,41	5
26,33,47	5
26,33,49	5
26,34,44	5
26,35,40	5
26,35,43	5
26,35,48	5
26,37,39	5
26,39,43	5
26,39,48	5
26,41,42	5
26,41,44	5
26,41,49	5
26,44,48	5
26,44,49	5
27,28,32	5
27,28,47	5
27,29,38	5
27,29,39	5
27,29,48	5
27,31,44	5
27,32,49	5
27,33,38	5
27,33,45	5
27,35,42	5
27,35,47	5
27,36,38	5
27,37,47	5
27,38,49	5
27,39,41	5
27,40,43	5
28,29,33	5
28,29,38	5
28,30,45	5
28,32,41	5
28,32,47	5
28,33,40	5
28,33,42	5
28,37,40	5
28,37,49	5
28,39,41	5
28,39,48	5
28,41,42	5
28,41,46	5
28,41,48	5
28,42,48	5
29,30,45	5
29,31,39	5
29,31,48	5
29,32,33	5
29,32,39	5
29,32,40	5
29,32,45	5
29,33,35	5
29,33,48	5
29,34,48	5
29,35,37	5
29,35,40	5
29,35,42	5
29,35,43	5
29,36,38	5
29,36,47	5
29,39,40	5
29,39,44	5
29,40,45	5
29,40,46	5
29,42,48	5
29,44,49	5
29,46,49	5
30,31,36	5
30,32,47	5
30,34,37	5
30,34,39	5
30,34,44	5
30,37,42	5
30,38,44	5
30,39,41	5
30,39,42	5
30,39,45	5
30,41,47	5
30,41,49	5
30,44,47	5
31,32,37	5
31,32,38	5
31,33,35	5
31,33,37	5
31,33,38	5
31,33,44	5
31,33,47	5
31,34,48	5
31,35,38	5
31,36,48	5
31,38,45	5
31,39,40	5
31,39,44	5
31,39,46	5
31,40,41	5
31,40,43	5
31,40,44	5
31,40,46	5
31,41,49	5
31,42,48	5
31,43,45	5
31,43,48	5
31,48,49	5
32,33,36	5
32,36,42	5
32,36,43	5
32,36,44	5
32,38,42	5
32,38,47	5
32,38,48	5
32,39,42	5
32,41,48	5
32,42,49	5
32,43,48	5
32,44,46	5
32,45,46	5
32,45,48	5
32,46,48	5
32,48,49	5
33,35,49	5
33,36,38	5
33,37,49	5
33,38,39	5
33,38,46	5
33,39,40	5
33,41,48	5
33,46,47	5
34,35,43	5
34,36,49	5
34,37,40	5
34,38,42	5
34,41,43	5
34,44,48	5
35,36,42	5
35,37,39	5
35,37,44	5
35,38,42	5
35,38,43	5
35,39,47	5
35,40,44	5
35,41,43	5
35,44,45	5
35,44,47	5
36,37,49	5
36,38,40	5
36,38,49	5
36,39,42	5
36,39,48	5
36,40,42	5
36,40,47	5
36,42,43	5
37,38,49	5
37,39,41	5
37,39,44	5
37,39,45	5
37,39,47	5
37,42,45	5
37,42,49	5
37,43,45	5
37,43,48	5
37,44,48	5
37,48,49	5
38,39,44	5
38,42,43	5
38,43,44	5
38,43,47	5
38,43,49	5
38,44,48	5
38,44,49	5
38,47,48	5
39,43,47	5
39,43,49	5
39,44,47	5
39,44,48	5
40,41,48	5
40,43,47	5
40,44,46	5
40,47,48	5
41,44,47	5
42,47,48	5
42,48,49	5
43,44,46	5
43,45,47	5
43,47,48	5
43,47,49	5
44,46,47	5
1,3,5	4
1,3,9	4
1,3,18	4
1,3,41	4
1,3,47	4
1,4,35	4
1,4,38	4
1,5,19	4
1,5,25	4
1,5,32	4
1,5,47	4
1,6,17	4
1,7,10	4
1,7,27	4
1,7,44	4
1,7,47	4
1,8,11	4
1,8,14	4
1,8,15	4
1,8,30	4
1,8,31	4
1,9,19	4
1,9,20	4
1,9,27	4
1,9,33	4
1,9,42	4
1,9,47	4
1,10,27	4
1,10,34	4
1,11,24	4
1,11,29	4
1,12,30	4
1,12,39	4
1,12,41	4
1,13,39	4
1,14,18	4
1,14,32	4
1,15,20	4
1,15,23	4
1,15,26	4
1,15,36	4
1,16,23	4
1,16,35	4
1,17,49	4
1,22,38	4
1,22,43	4
1,23,26	4
1,23,39	4
1,24,36	4
1,24,40	4
1,26,33	4
1,26,41	4
1,27,43	4
1,28,48	4
1,29,36	4
1,30,39	4
1,30,40	4
1,32,33	4
1,34,37	4
1,35,39	4
1,38,47	4
1,39,44	4
1,40,41	4
1,43,47	4
2,3,4	4
2,3,10	4
2,4,19	4
2,4,24	4
2,5,24	4
2,5,34	4
2,5,35	4
2,5,41	4
2,5,47	4
2,6,26	4
2,6,34	4
2,7,19	4
2,7,30	4
2,8,14	4
2,8,24	4
2,8,42	4
2,9,35	4
2,11,22	4
2,12,14	4
2,12,26	4
2,12,44	4
2,13,14	4
2,13,23	4
2,13,49	4
2,14,15	4
2,14,39	4
2,14,48	4
2,15,21	4
2,16,17	4
2,17,27	4
2,18,32	4
2,19,36	4
2,20,26	4
2,20,39	4
2,20,42	4
2,21,29	4
2,21,31	4
2,21,45	4
2,21,46	4
2,22,27	4
2,22,32	4
2,23,27	4
2,23,28	4
2,23,45	4
2,24,28	4
2,24,32	4
2,24,37	4
2,24,44	4
2,26,33	4
2,26,39	4
2,26,49	4
2,27,31	4
2,27,33	4
2,27,37	4
2,29,39	4
2,29,44	4
2,30,36	4
2,31,33	4
2,31,37	4
2,31,44	4
2,31,45	4
2,32,37	4
2,32,42	4
2,32,44	4
2,34,37	4
2,35,48	4
2,38,45	4
2,39,40	4
2,39,43	4
2,40,46	4
3,4,16	4
3,5,14	4
3,5,16	4
3,5,25	4
3,5,29	4
3,5,35	4
3,5,41	4
3,5,49	4
3,6,21	4
3,7,30	4
3,8,25	4
3,8,44	4
3,9,21	4
3,9,25	4
3,9,49	4
3,10,45	4
3,10,49	4
3,11,49	4
3,12,27	4
3,13,20	4
3,13,45	4
3,14,19	4
3,14,24	4
3,14,48	4
3,15,19	4
3,15,24	4
3,15,26	4
3,15,43	4
3,16,17	4
3,16,29	4
3,16,40	4
3,16,45	4
3,17,28	4
3,17,38	4
3,17,45	4
3,18,24	4
3,18,45	4
3,19,26	4
3,19,39	4
3,19,44	4
3,19,49	4
3,20,21	4
3,20,32	4
3,20,38	4
3,21,26	4
3,21,35	4
3,21,47	4
3,22,40	4
3,24,25	4
3,24,26	4
3,24,32	4
3,25,49	4
3,26,29	4
3,26,30	4
3,26,34	4
3,26,35	4
3,26,47	4
3,27,47	4
3,28,35	4
3,29,44	4
3,31,44	4
3,32,43	4
3,32,48	4
3,33,39	4
3,33,46	4
3,35,39	4
3,36,42	4
3,37,43	4
3,38,45	4
3,39,47	4
3,48,49	4
4,5,13	4
4,5,16	4
4,5,47	4
4,6,32	4
4,6,33	4
4,7,9	4
4,7,12	4
4,7,21	4
4,7,30	4
4,7,32	4
4,8,18	4
4,10,12	4
4,10,27	4
4,10,33	4
4,11,12	4
4,11,42	4
4,11,49	4
4,12,13	4
4,12,15	4
4,12,21	4
4,12,36	4
4,12,49	4
4,13,17	4
4,13,34	4
4,13,40	4
4,13,43	4
4,14,17	4
4,14,21	4
4,16,23	4
4,16,41	4
4,16,49	4
4,19,30	4
4,21,33	4
4,22,25	4
4,23,35	4
4,23,37	4
4,23,39	4
4,23,47	4
4,26,47	4
4,28,48	4
4,30,37	4
4,31,43	4
4,32,36	4
4,32,41	4
4,34,38	4
4,34,48	4
4,36,47	4
4,37,49	4
4,38,41	4
4,38,44	4
4,39,41	4
4,39,45	4
4,40,43	4
4,43,46	4
5,6,22	4
5,6,25	4
5,7,8	4
5,7,33	4
5,7,43	4
5,8,43	4
5,8,46	4
5,9,14	4
5,9,25	4
5,10,26	4
5,10,31	4
5,10,43	4
5,11,28	4
5,11,42	4
5,11,46	4
5,12,28	4
5,12,33	4
5,13,34	4
5,15,18	4
5,15,22	4
5,16,19	4
5,16,20	4
5,16,25	4
5,16,29	4
5,16,30	4
5,16,31	4
5,16,33	4
5,16,36	4
5,16,41	4
5,18,22	4
5,18,25	4
5,18,31	4
5,18,35	4
5,18,41	4
5,18,44	4
5,19,43	4
5,21,46	4
5,21,48	4
5,22,33	4
5,22,35	4
5,22,40	4
5,22,46	4
5,24,34	4
5,24,35	4
5,25,35	4
5,26,28	4
5,27,41	4
5,30,37	4
5,30,44	4
5,30,47	4
5,32,43	4
5,32,45	4
5,32,48	4
5,34,35	4
5,36,44	4
5,37,41	4
5,38,44	4
5,40,49	4
6,7,8	4
6,7,19	4
6,8,9	4
6,8,11	4
6,8,20	4
6,8,30	4
6,8,35	4
6,8,39	4
6,8,44	4
6,9,15	4
6,9,48	4
6,10,21	4
6,10,39	4
6,10,41	4
6,11,36	4
6,12,19	4
6,12,38	4
6,12,44	4
6,13,19	4
6,13,28	4
6,14,30	4
6,14,41	4
6,15,29	4
6,15,30	4
6,15,31	4
6,17,43	4
6,18,24	4
6,18,34	4
6,18,43	4
6,19,32	4
6,20,28	4
6,20,31	4
6,20,43	4
6,21,33	4
6,23,28	4
6,24,29	4
6,26,39	4
6,26,47	4
6,26,49	4
6,29,39	4
6,30,43	4
6,31,43	4
6,32,39	4
6,33,43	4
6,33,44	4
6,34,46	4
6,35,40	4
6,36,44	4
6,38,44	4
6,39,43	4
6,39,49	4
6,44,48	4
6,44,49	4
7,8,19	4
7,10,28	4
7,10,40	4
7,11,36	4
7,11,37	4
7,11,43	4
7,12,46	4
7,13,35	4
7,13,37	4
7,13,44	4
7,14,22	4
7,14,29	4
7,15,19	4
7,15,28	4
7,15,40	4
7,15,45	4
7,16,17	4
7,16,35	4
7,16,36	4
7,18,22	4
7,18,38	4
7,19,37	4
7,19,43	4
7,20,31	4
7,20,37	4
7,20,42	4
7,22,27	4
7,22,30	4
7,22,43	4
7,23,30	4
7,23,35	4
7,23,40	4
7,24,40	4
7,25,35	4
7,26,49	4
7,27,33	4
7,28,29	4
7,28,36	4
7,28,38	4
7,29,36	4
7,29,49	4
7,30,38	4
7,30,48	4
7,31,36	4
7,32,44	4
7,33,36	4
7,33,42	4
7,36,42	4
7,38,39	4
7,38,41	4
7,39,43	4
7,39,44	4
7,40,44	4
7,42,43	4
7,44,49	4
8,9,10	4
8,9,14	4
8,9,28	4
8,10,34	4
8,10,36	4
8,10,43	4
8,11,15	4
8,11,32	4
8,11,37	4
8,12,31	4
8,12,34	4
8,13,43	4
8,13,46	4
8,13,48	4
8,14,34	4
8,14,47	4
8,15,16	4
8,15,19	4
8,15,25	4
8,15,26	4
8,15,37	4
8,15,47	4
8,16,43	4
8,17,34	4
8,19,23	4
8,20,23	4
8,20,27	4
8,20,30	4
8,20,37	4
8,20,42	4
8,22,29	4
8,22,42	4
8,23,37	4
8,23,43	4
8,23,47	4
8,24,42	4
8,26,42	4
8,27,29	4
8,29,39	4
8,30,45	4
8,33,42	4
8,34,38	4
8,34,43	4
8,34,45	4
8,34,46	4
8,35,40	4
8,35,42	4
8,35,44	4
8,36,43	4
8,37,46	4
8,37,49	4
8,40,45	4
8,46,47	4
9,10,11	4
9,10,20	4
9,10,36	4
9,11,27	4
9,11,44	4
9,11,47	4
9,12,15	4
9,12,21	4
9,12,33	4
9,12,39	4
9,12,42	4
9,13,21	4
9,13,33	4
9,14,21	4
9,14,23	4
9,14,43	4
9,15,27	4
9,15,30	4
9,16,25	4
9,16,41	4
9,17,33	4
9,20,37	4
9,20,46	4
9,21,30	4
9,22,23	4
9,22,30	4
9,22,33	4
9,22,40	4
9,22,46	4
9,22,48	4
9,23,33	4
9,23,40	4
9,24,49	4
9,25,46	4
9,26,30	4
9,26,31	4
9,26,35	4
9,26,37	4
9,26,41	4
9,28,48	4
9,29,40	4
9,31,33	4
9,31,35	4
9,32,49	4
9,33,38	4
9,34,37	4
9,34,43	4
9,34,48	4
9,34,49	4
9,35,41	4
9,35,44	4
9,35,47	4
9,37,42	4
9,40,49	4
9,41,49	4
9,43,45	4
9,44,46	4
9,46,49	4
9,48,49	4
10,12,37	4
10,12,42	4
10,12,47	4
10,14,15	4
10,14,21	4
10,14,26	4
10,14,33	4
10,14,46	4
10,14,48	4
10,15,19	4
10,15,29	4
10,15,47	4
10,16,40	4
10,16,46	4
10,17,45	4
10,18,26	4
10,18,29	4
10,18,43	4
10,18,48	4
10,20,36	4
10,21,27	4
10,21,36	4
10,21,43	4
10,23,43	4
10,24,36	4
10,25,30	4
10,27,46	4
10,28,33	4
10,28,35	4
10,29,35	4
10,29,41	4
10,29,49	4
10,30,40	4
10,30,49	4
10,31,35	4
10,34,49	4
10,36,41	4
10,38,42	4
10,39,40	4
10,43,49	4
11,12,18	4
11,12,26	4
11,12,40	4
11,13,21	4
11,14,32	4
11,14,43	4
11,14,47	4
11,16,22	4
11,16,35	4
11,16,49	4
11,17,27	4
11,17,31	4
11,18,22	4
11,18,24	4
11,18,48	4
11,19,45	4
11,21,46	4
11,22,36	4
11,23,47	4
11,24,27	4
11,24,32	4
11,25,38	4
11,25,39	4
11,26,40	4
11,26,47	4
11,27,33	4
11,28,38	4
11,28,42	4
11,28,44	4
11,29,37	4
11,30,34	4
11,30,42	4
11,31,32	4
11,31,38	4
11,32,43	4
11,38,43	4
11,39,47	4
11,40,43	4
11,40,48	4
11,41,42	4
11,41,48	4
11,42,49	4
11,43,45	4
11,44,48	4
11,45,48	4
11,46,49	4
12,13,22	4
12,13,35	4
12,13,43	4
12,13,44	4
12,13,45	4
12,14,31	4
12,15,18	4
12,15,24	4
12,15,43	4
12,15,44	4
12,16,18	4
12,16,31	4
12,16,33	4
12,17,19	4
12,17,46	4
12,18,37	4
12,19,21	4
12,19,26	4
12,19,31	4
12,20,25	4
12,20,31	4
12,20,43	4
12,20,47	4
12,21,33	4
12,22,26	4
12,22,35	4
12,22,39	4
12,22,41	4
12,22,46	4
12,22,49	4
12,23,45	4
12,24,26	4
12,24,36	4
12,26,34	4
12,26,42	4
12,27,32	4
12,27,39	4
12,27,40	4
12,28,46	4
12,29,39	4
12,31,40	4
12,32,33	4
12,32,43	4
12,32,45	4
12,33,34	4
12,33,36	4
12,33,44	4
12,34,45	4
12,35,43	4
12,35,44	4
12,35,46	4
12,37,43	4
12,39,48	4
12,40,46	4
12,41,43	4
12,41,47	4
12,42,49	4
12,44,46	4
13,14,16	4
13,14,30	4
13,16,19	4
13,16,23	4
13,17,47	4
13,18,36	4
13,19,24	4
13,19,39	4
13,19,46	4
13,21,33	4
13,21,47	4
13,22,27	4
13,23,34	4
13,23,36	4
13,23,46	4
13,24,47	4
13,24,48	4
13,25,35	4
13,26,41	4
13,27,42	4
13,27,43	4
13,27,44	4
13,27,45	4
13,30,48	4
13,34,44	4
13,38,47	4
13,39,45	4
13,42,43	4
13,46,47	4
14,15,18	4
14,15,20	4
14,16,25	4
14,16,31	4
14,17,34	4
14,17,35	4
14,17,49	4
14,18,26	4
14,18,37	4
14,18,44	4
14,18,46	4
14,19,26	4
14,20,22	4
14,20,23	4
14,20,30	4
14,20,47	4
14,21,46	4
14,22,35	4
14,23,24	4
14,23,37	4
14,24,30	4
14,26,29	4
14,29,38	4
14,30,41	4
14,32,35	4
14,32,36	4
14,32,45	4
14,33,44	4
14,35,36	4
14,35,46	4
14,39,44	4
14,39,45	4
14,41,49	4
14,42,48	4
14,43,44	4
14,43,45	4
14,44,46	4
14,45,46	4
15,16,28	4
15,17,28	4
15,18,19	4
15,18,48	4
15,19,26	4
15,19,37	4
15,20,39	4
15,20,48	4
15,21,44	4
15,21,45	4
15,22,36	4
15,22,48	4
15,23,38	4
15,23,39	4
15,23,42	4
15,23,48	4
15,25,36	4
15,26,32	4
15,26,39	4
15,28,30	4
15,29,36	4
15,29,40	4
15,29,43	4
15,30,43	4
15,30,44	4
15,32,36	4
15,32,39	4
15,35,39	4
15,36,43	4
15,39,45	4
15,46,49	4
15,47,48	4
16,17,25	4
16,17,28	4
16,17,40	4
16,18,36	4
16,19,20	4
16,19,45	4
16,20,25	4
16,20,26	4
16,20,34	4
16,20,41	4
16,20,43	4
16,20,47	4
16,20,48	4
16,21,38	4
16,22,31	4
16,22,33	4
16,23,43	4
16,23,47	4
16,24,43	4
16,25,30	4
16,26,33	4
16,26,43	4
16,28,32	4
16,29,49	4
16,30,37	4
16,30,45	4
16,33,36	4
16,34,36	4
16,34,40	4
16,34,44	4
16,34,49	4
16,35,46	4
16,36,40	4
16,36,43	4
16,36,49	4
16,37,43	4
16,40,45	4
16,44,49	4
17,18,30	4
17,18,47	4
17,18,48	4
17,19,27	4
17,19,32	4
17,19,47	4
17,21,46	4
17,23,35	4
17,23,47	4
17,24,37	4
17,27,31	4
17,27,43	4
17,27,47	4
17,28,33	4
17,29,31	4
17,29,41	4
17,32,46	4
17,33,36	4
17,33,43	4
17,37,46	4
17,39,44	4
17,42,48	4
17,44,46	4
17,46,47	4
18,20,32	4
18,20,44	4
18,21,34	4
18,21,40	4
18,21,43	4
18,22,37	4
18,22,43	4
18,23,35	4
18,24,32	4
18,28,36	4
18,31,37	4
18,31,39	4
18,31,40	4
18,31,48	4
18,34,35	4
18,41,42	4
18,41,48	4
18,42,47	4
18,44,49	4
19,21,30	4
19,21,35	4
19,21,47	4
19,21,48	4
19,22,33	4
19,22,39	4
19,22,44	4
19,23,36	4
19,23,43	4
19,23,47	4
19,23,49	4
19,24,30	4
19,26,29	4
19,26,33	4
19,26,41	4
19,27,35	4
19,28,44	4
19,29,39	4
19,33,44	4
19,35,36	4
19,35,49	4
19,36,37	4
19,41,49	4
19,43,46	4
20,21,41	4
20,21,47	4
20,22,46	4
20,22,48	4
20,23,29	4
20,23,47	4
20,25,32	4
20,25,42	4
20,26,43	4
20,27,36	4
20,27,37	4
20,27,42	4
20,27,47	4
20,28,40	4
20,30,32	4
20,31,36	4
20,32,36	4
20,32,39	4
20,34,37	4
20,35,47	4
20,36,39	4
20,36,49	4
20,37,40	4
20,40,44	4
20,40,48	4
20,41,46	4
21,22,28	4
21,24,47	4
21,25,43	4
21,30,45	4
21,31,47	4
21,32,35	4
21,33,46	4
21,35,42	4
21,35,44	4
21,36,40	4
21,38,41	4
21,39,47	4
21,40,45	4
21,41,44	4
21,41,48	4
21,42,46	4
22,25,48	4
22,26,33	4
22,26,41	4
22,27,31	4
22,27,41	4
22,28,31	4
22,28,45	4
22,29,40	4
22,29,49	4
22,31,33	4
22,32,48	4
22,39,48	4
22,40,44	4
22,42,47	4
22,46,47	4
22,46,48	4
23,25,32	4
23,25,34	4
23,25,47	4
23,25,48	4
23,26,38	4
23,27,29	4
23,27,35	4
23,27,37	4
23,28,32	4
23,28,35	4
23,29,40	4
23,29,47	4
23,31,44	4
23,32,37	4
23,33,34	4
23,33,37	4
23,33,48	4
23,34,42	4
23,34,43	4
23,34,45	4
23,35,40	4
23,36,37	4
23,36,42	4
23,36,45	4
23,37,40	4
23,37,43	4
23,39,47	4
23,39,48	4
23,40,42	4
23,43,44	4
23,43,45	4
23,45,46	4
23,45,48	4
24,25,27	4
24,25,28	4
24,25,46	4
24,26,48	4
24,29,38	4
24,31,40	4
24,32,43	4
24,32,49	4
24,33,38	4
24,33,39	4
24,33,48	4
24,34,38	4
24,37,43	4
24,37,48	4
24,40,46	4
24,40,48	4
25,28,29	4
25,29,40	4
25,30,40	4
25,30,45	4
25,31,40	4
25,32,40	4
25,33,42	4
25,35,40	4
25,35,49	4
25,36,40	4
25,36,41	4
25,38,42	4
25,40,44	4
25,40,48	4
25,42,46	4
26,27,31	4
26,27,37	4
26,27,43	4
26,27,47	4
26,29,35	4
26,29,44	4
26,31,44	4
26,31,45	4
26,33,44	4
26,34,39	4
26,36,38	4
26,37,38	4
26,37,40	4
26,37,49	4
26,40,41	4
26,42,48	4
26,43,45	4
27,31,38	4
27,31,40	4
27,31,43	4
27,35,43	4
27,37,44	4
27,38,40	4
27,38,42	4
27,38,48	4
27,39,45	4
27,41,46	4
27,41,47	4
27,44,46	4
27,46,47	4
28,29,35	4
28,29,39	4
28,30,33	4
28,30,39	4
28,30,42	4
28,31,43	4
28,32,44	4
28,32,45	4
28,34,48	4
28,35,49	4
28,36,41	4
28,37,45	4
28,38,48	4
28,40,41	4
28,40,44	4
28,42,46	4
28,42,49	4
28,44,49	4
29,30,41	4
29,30,43	4
29,31,32	4
